10:38:56.554 [main] INFO  Main - null
12:18:23.353 [main] INFO  Main - Receipt Details=[Receipt{saleCustomer=Customer{Person ID=0908b291-3e61-41e3-9681-879d9a1fad4e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, saleEmployee=Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}, medicines=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], total=38.7}]
12:18:23.353 [main] INFO  Main - Employee:[Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}]
12:18:23.354 [main] INFO  Main - Customer:[Customer{Person ID=0908b291-3e61-41e3-9681-879d9a1fad4e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, Customer{Person ID=d3bc95f8-34cb-4194-9c8d-4abc46fb251d Legal Name='Lilyana Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}]
12:18:23.354 [main] INFO  Main - Doctor:[Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}]
12:18:23.355 [main] INFO  Main - [Receipt{saleCustomer=Customer{Person ID=0908b291-3e61-41e3-9681-879d9a1fad4e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, saleEmployee=Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}, medicines=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], total=38.7}]
12:18:23.361 [main] INFO  Main - Prescription{number=34512, medicineList=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], quantity=2, prescriptionDosage='Morning and Night after food', doctor=Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}, customer=Customer{Person ID=0908b291-3e61-41e3-9681-879d9a1fad4e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}}
12:18:23.362 [main] INFO  Main - Prescription{number=34512, medicineList=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], quantity=2, prescriptionDosage='Morning and Night after food', doctor=Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}, customer=Customer{Person ID=0908b291-3e61-41e3-9681-879d9a1fad4e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}}
12:18:23.362 [main] INFO  Main - Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}
12:18:46.835 [main] INFO  Main - null
12:18:46.932 [main] INFO  pharmacy.CustomLinkedList - Medicine{medicineId='M453456', name='Paracetamol', type='OVERTHECOUNTER', company='PNC Pharmacy', description='Pain reliever', price=12.3} 
12:18:46.953 [main] INFO  Main - Receipt Details=[Receipt{saleCustomer=Customer{Person ID=bcefbd18-730b-4dae-a087-87cf248db05e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, saleEmployee=Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}, medicines=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], total=38.7}]
12:18:46.953 [main] INFO  Main - Employee:[Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}]
12:18:46.953 [main] INFO  Main - Customer:[Customer{Person ID=bcefbd18-730b-4dae-a087-87cf248db05e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, Customer{Person ID=09a960b8-48a5-42ec-81e9-302dd2bcf8cd Legal Name='Lilyana Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}]
12:18:46.954 [main] INFO  Main - Doctor:[Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}]
12:18:46.955 [main] INFO  Main - [Receipt{saleCustomer=Customer{Person ID=bcefbd18-730b-4dae-a087-87cf248db05e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}, saleEmployee=Employee{Legal Name= KimGender='FemaleDate of Birth='Sun Apr 02 00:00:00 EST 2000Phone No='2349887453Address=23 Riverview Dr, New Jerseydesignation='pharmacist', salary=3000.0}, medicines=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], total=38.7}]
12:18:46.960 [main] INFO  Main - Prescription{number=34512, medicineList=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], quantity=2, prescriptionDosage='Morning and Night after food', doctor=Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}, customer=Customer{Person ID=bcefbd18-730b-4dae-a087-87cf248db05e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}}
12:18:46.960 [main] INFO  Main - Prescription{number=34512, medicineList=[Medicine{medicineId='M34528', name='Tylenol', type='PRESCRIPTION', company='MDC laboratories', description='Generic for age 13+', price=23.0}, Medicine{medicineId='M34567', name='Paracetamol', type='OVERTHECOUNTER', company='TI lab', description='for ages 15+', price=13.0}], quantity=2, prescriptionDosage='Morning and Night after food', doctor=Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}, customer=Customer{Person ID=bcefbd18-730b-4dae-a087-87cf248db05e Legal Name='Lilly Gender='Female Date of Birth='Sat Apr 11 00:00:00 EDT 2020 Phone No='4132246155 Address=23 Riviera Dr, Main St, NewJersey}}
12:18:46.961 [main] INFO  Main - Doctor{Legal Name='SeegolGender='MaleDate of Birth='Sun Mar 12 00:00:00 EST 1989Phone No='4132458796Address=61 Riverview Ave, New JerseydoctorType='Surgeon}
